REVENUE,NAME,EMAIL,FIRST_NAME,FAMILY_NAME,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CONTACTS_W_CUSTOMER_SERVICE,PRODUCT_CATEGORIES_VIEWED,AVG_TIME_PER_SITE_VISIT,CANCELLATIONS_AFTER_NOON,PC_LOGINS,MOBILE_LOGINS,WEEKLY_PLAN,LATE_DELIVERIES,AVG_PREP_VID_TIME,LARGEST_ORDER_SIZE,AVG_MEAN_RATING,TOTAL_PHOTOS_VIEWED
1180.00,Tregar Ormollen,tregar.ormollen@protonmail.com,Tregar,Ormollen,30,4,2,8,159.40,1,5,1,0,0,118.26,7,4.7,11
1325.00,Brella,brella@exxon.com,Brella,Brella,30,4,2,10,99.90,3,6,1,0,8,82.58,4,4.5,15
590.00,Rolland Uffering,rolland.uffering@aol.com,Rolland,Uffering,15,12,2,3,59.90,0,5,1,14,9,60.00,2,4.5,7
725.00,Baelor Hightower,baelor.hightower@protonmail.com,Baelor,Hightower,15,11,2,6,72.00,1,6,1,0,12,75.27,2,4.5,16
995.00,Barre,barre@yahoo.com,Barre,Barre,13,11,2,1,91.80,1,5,2,3,0,78.92,3,4.5,18
1365.00,Bass,bass@protonmail.com,Bass,Bass,42,7,2,5,86.40,1,5,2,2,0,68.00,4,4.5,90
1150.00,Corlys Velaryon,corlys.velaryon@travelers.com,Corlys,Velaryon,40,5,2,1,86.40,2,5,1,3,0,107.00,3,4.5,5
1270.00,Daemon II Blackfyre,daemon.ii.blackfyre@cocacola.com,Daemon,II Blackfyre,52,7,2,10,86.40,0,5,1,0,0,71.80,3,4.5,7
1302.00,Leo Tyrell (Longthorn),leo.tyrell.(longthorn)@yahoo.com,Leo,Tyrell ,57,7,2,10,93.80,6,5,1,0,0,94.00,3,4.5,6
1460.00,Ollo Lophand,ollo.lophand@yahoo.com,Ollo,Lophand,39,4,2,10,110.00,3,6,2,12,0,83.00,4,4.5,10
1119.00,Ormond Westerling,ormond.westerling@verizon.com,Ormond,Westerling,49,5,2,7,93.60,4,5,1,38,0,95.95,2,4.5,72
2767.50,Red Lamb,red.lamb@hotmail.com,Red,Lamb,62,6,2,4,208.00,3,6,1,10,0,113.18,7,4.5,3
960.00,Robb Reyne,robb.reyne@live.com,Robb,Reyne,15,12,2,3,98.70,0,6,2,2,0,100.23,3,4.5,504
980.00,Syrio Forel,syrio.forel@yahoo.com,Syrio,Forel,14,12,2,6,101.40,3,6,2,2,0,78.85,4,4.5,17
933.00,Walda Rivers (daughter of Aemon),walda.rivers.(daughter.of.aemon)@aol.com,Walda,Rivers ,13,11,2,2,188.40,0,6,1,11,0,61.49,5,4.5,6
1200.00,Horas Redwyne,horas.redwyne@live.com,Horas,Redwyne,43,4,2,8,114.40,2,5,1,23,3,96.00,4,4.2,69
1030.00,Euron Greyjoy,euron.greyjoy@protonmail.com,Euron,Greyjoy,14,11,2,10,183.60,0,5,1,1,4,567.00,5,4.2,6
1435.00,Edgerran Oakheart,edgerran.oakheart@me.com,Edgerran,Oakheart,54,5,2,5,126.80,1,5,1,52,6,86.86,3,4.2,15
1394.00,Lothar Mallery,lothar.mallery@yahoo.com,Lothar,Mallery,35,5,2,10,105.60,0,5,2,7,6,89.50,4,4.2,14
960.00,Matarys Targaryen,matarys.targaryen@yahoo.com,Matarys,Targaryen,13,11,2,10,113.70,0,5,1,14,6,85.50,6,4.2,6
1200.00,Harbert,harbert@mmm.com,Harbert,Harbert,32,6,2,10,91.20,2,4,1,31,7,80.35,3,4.2,15
1370.00,Aeron Greyjoy,aeron.greyjoy@aol.com,Aeron,Greyjoy,36,6,2,5,122.80,2,6,2,1,0,76.55,4,4.2,3
825.00,Clement Crabb,clement.crabb@yahoo.com,Clement,Crabb,13,12,2,3,70.80,3,6,1,0,0,58.30,3,4.2,8
975.00,Daario Naharis,daario.naharis@msn.com,Daario,Naharis,14,11,2,2,145.80,1,6,1,49,0,168.03,4,4.2,3
1550.00,Danny Flint,danny.flint@yahoo.com,Danny,Flint,36,9,2,4,182.60,2,5,1,7,0,21.00,5,4.2,17
1410.00,Maris,maris@gmail.com,Maris,Maris,54,5,2,6,110.00,2,6,2,0,0,129.93,4,4.2,12
1350.00,Orbert Caswell,orbert.caswell@protonmail.com,Orbert,Caswell,49,7,2,3,138.90,1,6,2,5,0,33.78,4,4.2,17
1180.00,Orwyle,orwyle@exxon.com,Orwyle,Orwyle,32,5,2,4,86.40,3,5,1,23,0,79.25,3,4.2,19
1650.00,Ryon Allyrion,ryon.allyrion@gmail.com,Ryon,Allyrion,69,5,2,7,138.30,0,5,2,5,0,140.84,4,4.2,5
1594.00,Walder Rivers,walder.rivers@hotmail.com,Walder,Rivers,95,4,2,5,152.00,1,5,2,47,0,51.00,4,4.2,10
1440.00,Zollo,zollo@aol.com,Zollo,Zollo,31,6,2,10,152.40,0,5,1,7,0,117.44,5,4.2,180
1205.00,Edric Dayne,edric.dayne@hotmail.com,Edric,Dayne,83,5,2,8,86.40,0,5,2,14,6,85.00,3,3.9,5
1295.00,Jurne,jurne@nike.com,Jurne,Jurne,70,5,2,10,121.60,1,5,1,0,6,97.50,3,3.9,12
1049.00,Clayton Suggs,clayton.suggs@me.com,Clayton,Suggs,14,11,2,3,173.80,4,6,1,7,10,119.13,5,3.9,5
2075.00,Armen,armen@ibm.com,Armen,Armen,65,6,2,10,209.00,0,5,0,41,11,48.62,4,3.9,15
1390.00,Damon Dance-for-Me,damon.dance-for-me@yahoo.com,Damon,Dance-for-Me,45,6,2,3,163.20,0,6,1,0,11,95.00,4,3.9,183
1558.00,Alyssa Blackwood,alyssa.blackwood@live.com,Alyssa,Blackwood,61,4,2,1,99.20,1,6,1,14,0,84.42,4,3.9,16
1250.00,Alyx Frey,alyx.frey@aol.com,Alyx,Frey,36,6,2,4,112.50,2,5,2,0,0,71.00,4,3.9,255
1617.00,Garth Hightower,garth.hightower@apple.com,Garth,Hightower,107,7,2,1,139.20,2,6,2,7,0,100.00,4,3.9,153
850.00,Garth of Oldtown,garth.of.oldtown@yahoo.com,Garth,of Oldtown,15,12,2,5,152.60,0,6,1,23,0,84.70,4,3.9,5
3198.00,Hugh Hammer,hugh.hammer@passport.com,Hugh,Hammer,68,7,2,3,148.80,3,6,1,0,0,213.31,4,3.9,20
1850.00,Jeyne Lothston,jeyne.lothston@passport.com,Jeyne,Lothston,47,4,2,7,144.00,1,5,2,22,0,100.40,5,3.9,3
5025.00,Lamprey,lamprey@yahoo.com,Lamprey,Lamprey,208,8,2,10,141.90,2,5,1,51,0,79.89,5,3.9,20
4170.00,Lennocks,lennocks@protonmail.com,Lennocks,Lennocks,220,7,2,2,226.00,2,6,2,0,0,139.00,5,3.9,14
2100.00,Lothar Frey,lothar.frey@protonmail.com,Lothar,Frey,48,6,2,10,143.60,1,5,1,0,0,75.50,6,3.9,266
1035.00,Martyn Rivers,martyn.rivers@gmail.com,Martyn,Rivers,14,12,2,4,156.00,4,6,1,4,0,114.67,5,3.9,259
1900.00,Nute,nute@protonmail.com,Nute,Nute,47,6,2,3,186.70,1,6,1,1,0,103.08,5,3.9,20
1310.00,Ossifer Plumm,ossifer.plumm@homedepot.com,Ossifer,Plumm,72,3,2,3,171.60,0,5,1,0,0,112.09,6,3.9,14
1195.00,Owen Norrey,owen.norrey@yahoo.com,Owen,Norrey,37,7,2,10,95.00,4,5,2,37,0,103.58,3,3.9,11
1499.00,Shortear,shortear@msn.com,Shortear,Shortear,36,6,2,4,103.40,10,6,2,3,0,85.14,3,3.9,23
1540.00,Viserys I Targaryen,viserys.i.targaryen@pfizer.com,Viserys,I Targaryen,82,6,2,2,106.00,0,6,2,5,0,83.46,4,3.9,17
1800.00,Perwyn Frey,perwyn.frey@live.com,Perwyn,Frey,51,8,2,4,133.70,3,5,1,5,3,52.95,3,3.7,19
930.00,Hod,hod@gmail.com,Hod,Hod,14,11,2,3,93.60,5,5,1,0,4,59.00,2,3.7,11
1507.00,Big Boil,big.boil@jnj.com,Big,Boil,42,5,2,10,132.70,1,5,1,0,5,71.88,5,3.7,3
1740.00,Chataya,chataya@protonmail.com,Chataya,Chataya,61,9,2,9,144.10,0,5,1,11,5,29.45,3,3.7,456
1350.00,Willow Witch-eye,willow.witch-eye@protonmail.com,Willow,Witch-eye,43,4,2,5,198.10,3,5,2,14,8,88.04,5,3.7,13
2482.50,Grazdar zo Galare,grazdar.zo.galare@chevron.com,Grazdar,zo Galare,165,8,2,1,206.00,1,5,1,1,12,89.55,6,3.7,298
1112.00,Arneld,arneld@yahoo.com,Arneld,Arneld,33,4,2,6,86.40,0,5,2,40,0,122.35,3,3.7,18
2835.00,Dalla,dalla@gmail.com,Dalla,Dalla,50,6,2,5,214.90,7,5,1,26,0,129.22,4,3.7,4
2040.00,Eddara Tallhart,eddara.tallhart@cisco.com,Eddara,Tallhart,71,6,2,5,223.70,4,5,1,2,0,94.39,5,3.7,8
1330.00,Egon Emeros,egon.emeros@unitedtech.com,Egon,Emeros,35,6,2,10,91.40,0,6,1,12,0,70.20,3,3.7,32
2070.00,Elwood Meadows,elwood.meadows@passport.com,Elwood,Meadows,66,7,2,7,184.80,2,5,2,8,0,129.53,6,3.7,3
1700.00,Esgred,esgred@gmail.com,Esgred,Esgred,38,9,2,2,117.30,2,5,3,25,0,107.25,4,3.7,81
1205.00,Goady,goady@live.com,Goady,Goady,41,5,2,2,86.40,4,6,2,0,0,228.73,3,3.7,17
3457.50,Harren Botley,harren.botley@gmail.com,Harren,Botley,202,6,2,10,149.40,4,5,1,4,0,90.66,3,3.7,8
2089.00,Harren Hoare,harren.hoare@yahoo.com,Harren,Hoare,96,7,2,9,133.80,1,7,2,10,0,86.40,4,3.7,5
1445.00,Jasper Waynwood,jasper.waynwood@gmail.com,Jasper,Waynwood,32,6,2,2,152.60,4,5,2,22,0,86.62,5,3.7,145
2030.00,Lysa Arryn,lysa.arryn@yahoo.com,Lysa,Arryn,86,9,2,5,150.40,2,5,1,13,0,115.83,4,3.7,196
1550.00,Michael Mertyns,michael.mertyns@protonmail.com,Michael,Mertyns,56,6,2,3,176.80,1,5,1,2,0,90.94,6,3.7,16
1350.00,Ormond Yronwood,ormond.yronwood@caterpillar.com,Ormond,Yronwood,49,8,2,3,166.60,0,5,1,4,0,50.60,2,3.7,20
3282.00,Racallio Ryndoon,racallio.ryndoon@gmail.com,Racallio,Ryndoon,61,8,2,1,183.60,3,6,2,0,0,73.25,6,3.7,288
559.00,Timon,timon@live.com,Timon,Timon,15,12,2,2,104.40,3,5,1,8,0,86.12,2,3.7,15
1305.00,Toefinger,toefinger@aol.com,Toefinger,Toefinger,96,6,2,2,147.90,0,5,1,4,0,130.17,4,3.7,289
3142.50,Tyrek Lannister,tyrek.lannister@nike.com,Tyrek,Lannister,85,8,2,10,187.30,0,5,1,7,0,94.70,7,3.7,40
1390.00,Varly,varly@protonmail.com,Varly,Varly,36,3,2,3,112.10,2,6,2,36,0,88.16,3,3.7,16
1750.00,Jeyne Arryn,jeyne.arryn@boeing.com,Jeyne,Arryn,38,7,2,9,164.70,2,6,2,7,6,86.17,5,3.4,3
1510.00,Edwyn Osgrey,edwyn.osgrey@gmail.com,Edwyn,Osgrey,38,6,2,10,155.60,3,6,1,13,7,25.50,4,3.4,11
1805.00,Triston of Tally Hill,triston.of.tally.hill@protonmail.com,Triston,of Tally Hill,51,6,2,2,115.20,0,6,1,13,7,143.12,4,3.4,86
1410.00,Denestan,denestan@gmail.com,Denestan,Denestan,35,5,2,10,84.80,0,6,1,19,8,46.26,1,3.4,147
1488.00,Mariya Darry,mariya.darry@hotmail.com,Mariya,Darry,62,5,2,10,110.20,1,5,1,22,9,46.05,2,3.4,15
1795.00,Sandor Clegane,sandor.clegane@visa.com,Sandor,Clegane,68,5,2,10,145.60,0,5,2,26,10,92.18,6,3.4,17
2095.00,Alyn,alyn@gmail.com,Alyn,Alyn,130,8,2,10,155.40,1,5,2,8,0,40.90,4,3.4,108
1602.00,Andros Brax,andros.brax@live.com,Andros,Brax,53,7,2,2,114.50,4,5,1,5,0,187.61,3,3.4,11
2130.00,Brea,brea@protonmail.com,Brea,Brea,60,5,2,2,162.10,0,6,1,0,0,95.73,5,3.4,161
2000.00,Chayle,chayle@aol.com,Chayle,Chayle,56,8,2,3,226.70,1,6,1,8,0,221.02,6,3.4,10
1730.00,Dickon Tarly,dickon.tarly@jnj.com,Dickon,Tarly,48,7,2,5,128.70,4,6,2,0,0,102.60,3,3.4,19
1060.00,Gillam,gillam@merck.com,Gillam,Gillam,13,12,2,4,84.60,1,6,1,41,0,99.00,2,3.4,11
2610.00,Gyleno Dothare,gyleno.dothare@gmail.com,Gyleno,Dothare,223,8,2,8,203.10,6,5,1,1,0,119.04,6,3.4,202
3112.50,Hugh,hugh@ge.org,Hugh,Hugh,58,5,2,4,156.70,2,5,1,7,0,144.95,3,3.4,210
1380.00,Jon Fossoway,jon.fossoway@protonmail.com,Jon,Fossoway,33,6,2,10,81.60,0,6,1,0,0,68.00,2,3.4,6
800.00,Kyle (brotherhood),kyle.(brotherhood)@jpmorgan.com,Kyle,,14,11,2,3,86.10,1,5,2,7,0,78.04,3,3.4,19
2535.00,Lucas Inchfield,lucas.inchfield@aol.com,Lucas,Inchfield,53,9,2,3,167.40,0,6,1,5,0,192.75,5,3.4,12
3195.00,Lyonel Frey,lyonel.frey@passport.com,Lyonel,Frey,59,8,2,1,235.30,0,6,1,10,0,126.05,8,3.4,278
1800.00,Martyn Mullendore,martyn.mullendore@yahoo.com,Martyn,Mullendore,114,7,2,1,143.00,1,6,2,14,0,73.50,5,3.4,9
2782.50,Meg,meg@gmail.com,Meg,Meg,216,9,2,10,152.80,0,6,1,7,0,104.65,4,3.4,16
1830.00,Nymella Toland,nymella.toland@yahoo.com,Nymella,Toland,62,7,2,9,164.00,0,5,2,0,0,76.26,4,3.4,4
3279.00,Owen Inchfield,owen.inchfield@hotmail.com,Owen,Inchfield,58,10,2,6,150.60,0,5,2,18,0,144.87,4,3.4,284
1719.00,Porther,porther@gmail.com,Porther,Porther,45,5,2,10,149.50,0,5,1,0,0,91.57,5,3.4,13
2685.00,Preston Greenfield,preston.greenfield@gmail.com,Preston,Greenfield,58,5,2,10,178.60,1,5,2,46,0,1645.60,5,3.4,9
1239.00,Rodrik Cassel,rodrik.cassel@msn.com,Rodrik,Cassel,74,6,2,1,104.00,1,6,1,14,0,68.40,3,3.4,4
1970.00,Sour Alyn,sour.alyn@gmail.com,Sour,Alyn,55,7,2,10,172.50,0,6,1,0,0,114.84,4,3.4,96
1560.00,Stone Thumbs,stone.thumbs@microsoft.com,Stone,Thumbs,43,6,2,1,143.00,0,5,2,35,0,78.50,5,3.4,4
2120.00,Theomar Smallwood,theomar.smallwood@nike.com,Theomar,Smallwood,58,8,2,5,176.80,1,6,1,11,0,114.69,5,3.4,9
1960.00,Todric,todric@yahoo.com,Todric,Todric,57,7,2,7,139.10,0,5,2,0,0,38.82,3,3.4,3
1580.00,Wat (orphan),wat.(orphan)@amex.com,Wat,,48,7,2,3,144.50,2,5,2,38,0,125.95,5,3.4,115
1610.00,Willam Wythers,willam.wythers@gmail.com,Willam,Wythers,48,6,2,7,137.80,3,5,2,4,0,96.00,5,3.4,14
1432.00,Yorkel,yorkel@gmail.com,Yorkel,Yorkel,47,4,2,8,98.10,0,5,0,6,0,105.30,3,3.4,11
1960.00,Senelle,senelle@ibm.com,Senelle,Senelle,43,5,2,2,130.60,3,5,1,0,7,55.81,3,3.2,135
1280.00,Ronald Connington,ronald.connington@hotmail.com,Ronald,Connington,33,7,2,7,136.20,0,5,2,0,9,63.55,4,3.2,11
2070.00,Rowan,rowan@aol.com,Rowan,Rowan,94,7,2,10,136.20,0,5,2,0,9,63.89,4,3.2,256
1560.00,Bessa,bessa@protonmail.com,Bessa,Bessa,49,4,2,8,107.30,2,5,1,30,10,107.89,4,3.2,168
2760.00,Andar Royce,andar.royce@amex.com,Andar,Royce,69,8,2,10,172.10,1,5,1,4,11,90.54,5,3.2,210
1780.00,Harmune,harmune@jpmorgan.com,Harmune,Harmune,61,7,2,5,121.20,1,6,2,11,11,82.00,4,3.2,20
1230.00,Hosteen Frey,hosteen.frey@protonmail.com,Hosteen,Frey,36,5,2,7,86.40,0,6,1,8,12,80.60,3,3.2,11
1475.00,Blind Doss,blind.doss@gmail.com,Blind,Doss,41,7,2,10,126.40,6,5,1,51,0,155.64,4,3.2,10
1455.00,Bran Stark,bran.stark@pfizer.com,Bran,Stark,46,6,2,4,107.20,3,6,2,40,0,28.75,3,3.2,80
1900.00,Buford Bulwer,buford.bulwer@gmail.com,Buford,Bulwer,42,7,2,10,262.00,3,5,2,0,0,184.90,10,3.2,1
1800.00,Dickon Manwoody,dickon.manwoody@protonmail.com,Dickon,Manwoody,166,4,2,10,171.40,7,5,2,31,0,90.37,5,3.2,15
1490.00,Elyn Norridge,elyn.norridge@jnj.com,Elyn,Norridge,47,6,2,10,84.80,0,5,1,5,0,40.38,1,3.2,205
1600.00,Ghael,ghael@yahoo.com,Ghael,Ghael,51,5,2,5,140.40,3,6,1,2,0,136.83,5,3.2,176
2698.50,Harmund Sharp,harmund.sharp@disney.com,Harmund,Sharp,164,8,2,2,140.20,4,6,1,13,0,81.40,5,3.2,8
3525.00,Jacelyn Bywater,jacelyn.bywater@passport.com,Jacelyn,Bywater,85,6,2,9,382.00,0,6,2,0,0,477.07,9,3.2,15
1420.00,Joth Quickbow,joth.quickbow@nike.com,Joth,Quickbow,47,8,2,6,125.20,0,6,1,6,0,111.21,5,3.2,243
2595.00,Kezmya,kezmya@disney.com,Kezmya,Kezmya,173,6,2,8,149.40,2,6,2,11,0,130.03,4,3.2,99
1485.00,Lomas Estermont,lomas.estermont@gmail.com,Lomas,Estermont,50,5,2,1,100.20,0,6,1,10,0,96.50,3,3.2,76
2785.50,Lymond Vikary,lymond.vikary@aol.com,Lymond,Vikary,100,6,2,1,225.60,1,5,1,35,0,85.95,6,3.2,18
2955.00,Meizo Mahr,meizo.mahr@gmail.com,Meizo,Mahr,53,5,2,9,161.40,1,6,2,0,0,101.26,5,3.2,210
2550.00,Olenna Redwyne,olenna.redwyne@gmail.com,Olenna,Redwyne,73,10,2,6,123.90,1,5,1,4,0,117.64,2,3.2,8
4620.00,Rickard Wylde,rickard.wylde@gmail.com,Rickard,Wylde,173,8,2,2,277.20,0,5,2,0,0,150.57,8,3.2,726
1350.00,Rossart,rossart@protonmail.com,Rossart,Rossart,34,8,2,4,149.50,2,6,1,12,0,82.64,4,3.2,20
1235.00,Rylene Florent,rylene.florent@unitedtech.com,Rylene,Florent,39,7,2,7,190.20,1,5,2,9,0,59.20,5,3.2,11
1655.00,Spotted Cat,spotted.cat@unitedhealth.com,Spotted,Cat,63,5,2,10,139.40,1,5,1,1,0,125.50,5,3.2,8
1275.00,Stafford Lannister,stafford.lannister@me.com,Stafford,Lannister,31,4,2,8,104.00,0,6,2,8,0,76.00,3,3.2,6
2725.50,Sybassion,sybassion@protonmail.com,Sybassion,Sybassion,49,6,2,3,179.70,1,5,2,5,0,132.61,5,3.2,7
1410.00,Torrhen Stark,torrhen.stark@protonmail.com,Torrhen,Stark,74,4,2,3,86.40,2,5,1,6,0,188.38,2,3.2,11
1811.00,Wat (Wet),wat.(wet)@apple.com,Wat,,43,8,2,8,134.00,1,6,1,0,0,87.99,4,3.2,10
1542.00,Wynafrei Whent,wynafrei.whent@yahoo.com,Wynafrei,Whent,34,7,2,9,112.80,0,5,1,2,0,183.60,4,3.2,138
1710.00,Umar,umar@visa.com,Umar,Umar,57,4,2,3,164.50,0,5,2,13,4,94.00,5,2.9,17
1530.00,Arnell,arnell@boeing.com,Arnell,Arnell,53,3,2,3,131.30,0,5,1,26,6,95.50,4,2.9,217
1650.00,Alyce Graceford,alyce.graceford@gmail.com,Alyce,Graceford,67,8,2,6,120.00,3,5,2,2,7,34.80,3,2.9,3
1730.00,Falia Flowers,falia.flowers@gmail.com,Falia,Flowers,60,9,2,2,140.50,2,6,1,9,9,210.74,4,2.9,163
1580.00,Merrell Florent,merrell.florent@gmail.com,Merrell,Florent,63,5,2,10,117.40,0,5,1,43,15,125.50,3,2.9,180
4695.00,Berena Hornwood,berena.hornwood@gmail.com,Berena,Hornwood,94,10,2,6,180.00,0,6,2,21,0,76.32,4,2.9,714
3112.50,Caleotte,caleotte@gmail.com,Caleotte,Caleotte,91,7,2,8,279.20,0,6,2,2,0,106.40,6,2.9,10
2610.00,Cassella Vaith,cassella.vaith@yahoo.com,Cassella,Vaith,90,6,2,5,168.00,1,5,1,44,0,211.95,3,2.9,260
4072.50,Damon Lannister (son of Jason),damon.lannister.(son.of.jason)@gmail.com,Damon,Lannister ,70,8,2,1,180.80,3,6,1,12,0,136.14,5,2.9,285
929.00,Ethan Glover,ethan.glover@msn.com,Ethan,Glover,14,11,2,3,104.00,1,6,2,7,0,78.44,4,2.9,3
1740.00,Joyeuse Erenford,joyeuse.erenford@gmail.com,Joyeuse,Erenford,46,7,2,3,155.50,3,6,2,0,0,182.47,5,2.9,130
3450.00,Obara Sand,obara.sand@yahoo.com,Obara,Sand,87,8,2,7,212.50,0,6,2,6,0,108.90,10,2.9,14
2565.00,Rat Cook,rat.cook@apple.com,Rat,Cook,53,9,2,9,156.40,2,6,2,12,0,113.58,4,2.9,212
2617.50,Symond Templeton,symond.templeton@exxon.com,Symond,Templeton,95,5,2,6,178.90,1,6,1,52,0,114.46,5,2.9,513
1750.00,Tal Toraq,tal.toraq@merck.com,Tal,Toraq,79,5,2,4,144.60,3,6,1,10,0,212.72,4,2.9,11
1730.00,Viserys Targaryen,viserys.targaryen@ge.org,Viserys,Targaryen,39,5,2,8,129.10,1,6,2,36,0,30.87,4,2.9,17
3000.00,Werlag,werlag@protonmail.com,Werlag,Werlag,65,8,3,10,164.60,3,5,1,2,0,43.11,3,2.9,174
2060.00,Zarabelo,zarabelo@msn.com,Zarabelo,Zarabelo,56,9,3,3,206.70,0,6,2,0,0,129.32,5,2.9,8
1240.00,Cerrick,cerrick@gmail.com,Cerrick,Cerrick,42,4,3,3,158.40,1,5,1,13,5,92.44,6,2.6,20
3750.00,Lyanna Mormont,lyanna.mormont@unitedtech.com,Lyanna,Mormont,62,8,3,9,203.20,6,5,1,11,6,242.30,5,2.6,668
4515.00,Hayhead,hayhead@unitedhealth.com,Hayhead,Hayhead,208,9,3,8,246.80,6,5,2,0,10,121.99,8,2.6,388
1984.00,Kurz,kurz@gmail.com,Kurz,Kurz,56,7,3,10,174.60,3,6,2,6,12,100.29,4,2.6,3
4650.00,Flement Brax,flement.brax@yahoo.com,Flement,Brax,176,7,3,10,196.40,2,5,2,0,0,110.47,5,2.6,674
7450.00,Grey Worm,grey.worm@yahoo.com,Grey,Worm,179,10,3,9,447.60,1,6,2,14,0,156.23,8,2.6,5
3906.00,Maron Martell,maron.martell@protonmail.com,Maron,Martell,167,7,3,10,239.80,0,5,1,4,0,121.87,6,2.6,594
2587.50,Robert Brax,robert.brax@me.com,Robert,Brax,65,7,3,6,157.60,4,5,2,21,0,45.40,5,2.6,24
2850.00,Urswyck,urswyck@exxon.com,Urswyck,Urswyck,241,7,3,4,146.80,1,5,2,1,0,94.78,4,2.6,15
3090.00,Will (Treb),will.(treb)@dupont.com,Will,,172,8,3,2,191.60,2,5,1,13,0,115.50,6,2.6,18
5380.00,Wun Weg Wun Dar Wun,wun.weg.wun.dar.wun@gmail.com,Wun,Weg Wun Dar Wun,115,8,3,1,327.90,0,6,2,12,3,531.04,10,2.4,603
3330.00,Aegon Targaryen (son of Aenys I),aegon.targaryen.(son.of.aenys.i)@gmail.com,Aegon,Targaryen ,269,7,3,5,278.70,5,5,1,0,0,114.55,6,2.4,23
2000.00,Varamyr,varamyr@ge.org,Varamyr,Varamyr,61,6,3,4,263.40,1,5,2,12,0,124.43,10,2.1,368
3300.00,Hunnimore,hunnimore@gmail.com,Hunnimore,Hunnimore,60,8,3,3,264.00,1,6,1,6,0,111.00,6,1.8,7
3330.00,Erena Glover,erena.glover@protonmail.com,Erena,Glover,170,8,3,4,278.70,0,7,1,13,0,82.39,6,1.3,23
1000.00,Gretchel,gretchel@yahoo.com,Gretchel,Gretchel,15,12,3,3,166.40,2,5,2,12,0,102.25,6,5.0,3
1435.00,Joseran,joseran@jnj.com,Joseran,Joseran,39,8,3,2,115.80,0,5,2,8,0,68.00,3,5.0,10
639.00,Torrek,torrek@yahoo.com,Torrek,Torrek,13,12,3,3,66.00,0,6,2,11,0,90.00,3,5.0,9
1440.00,Bennarion Botley,bennarion.botley@yahoo.com,Bennarion,Botley,132,5,3,1,119.60,2,5,2,0,8,95.44,4,4.7,7
640.00,Mellei,mellei@passport.com,Mellei,Mellei,13,11,3,10,67.00,2,5,1,0,10,41.00,2,4.7,12
1455.00,Brandon Stark (Burner),brandon.stark.(burner)@gmail.com,Brandon,Stark ,51,6,3,6,105.30,0,6,2,34,0,92.07,3,4.7,54
1300.00,Kyra,kyra@dupont.com,Kyra,Kyra,31,7,3,7,83.80,0,5,2,43,0,95.67,3,4.7,16
1000.00,Rhaenys Targaryen,rhaenys.targaryen@gmail.com,Rhaenys,Targaryen,15,11,3,2,89.20,4,6,2,0,0,70.50,3,4.7,60
1448.00,Gerald Gower,gerald.gower@gmail.com,Gerald,Gower,37,6,3,5,111.20,5,4,1,0,4,94.00,4,4.5,20
910.00,Delonne Allyrion,delonne.allyrion@protonmail.com,Delonne,Allyrion,16,11,3,10,79.00,1,5,1,8,7,56.92,2,4.5,11
1190.00,Yellow Dick,yellow.dick@protonmail.com,Yellow,Dick,34,3,3,3,98.80,6,5,1,8,8,143.87,3,4.5,17
1199.00,Erreg,erreg@cocacola.com,Erreg,Erreg,48,4,3,4,167.80,1,5,1,0,13,102.26,8,4.5,74
645.00,Antario Jast,antario.jast@dupont.com,Antario,Jast,13,12,3,8,66.60,1,5,1,6,14,55.00,2,4.5,12
970.00,Sylas Flatnose,sylas.flatnose@cisco.com,Sylas,Flatnose,14,11,3,7,88.20,0,6,1,15,17,130.02,2,4.5,13
1075.00,Areo Hotah,areo.hotah@aol.com,Areo,Hotah,14,12,3,7,134.70,0,5,2,5,0,72.00,3,4.5,8
996.00,Belandra,belandra@yahoo.com,Belandra,Belandra,13,11,3,7,86.40,1,6,1,42,0,89.50,2,4.5,10
1280.00,Bronn,bronn@protonmail.com,Bronn,Bronn,100,4,3,9,91.40,0,4,1,12,0,169.99,2,4.5,13
1040.00,Cellador,cellador@apple.com,Cellador,Cellador,14,12,3,2,129.60,1,6,2,0,0,52.53,3,4.5,203
1000.00,Delp,delp@pg.com,Delp,Delp,14,12,3,2,139.20,4,6,2,8,0,90.00,4,4.5,6
650.00,Edric Storm,edric.storm@gmail.com,Edric,Storm,15,11,3,8,158.80,2,6,1,1,0,128.05,4,4.5,9
1570.00,Helicent Uffering,helicent.uffering@cocacola.com,Helicent,Uffering,39,8,3,7,125.30,0,5,1,0,0,109.20,3,4.5,212
1500.00,Lord Cafferen,lord.cafferen@passport.com,Lord,Cafferen,125,5,3,3,114.40,2,5,1,13,0,89.60,4,4.5,164
1420.00,Lucas Tyrell,lucas.tyrell@jpmorgan.com,Lucas,Tyrell,67,6,3,3,111.40,0,5,1,0,0,122.72,4,4.5,12
1980.00,Poul Pemford,poul.pemford@hotmail.com,Poul,Pemford,41,6,3,10,193.80,0,6,2,6,0,110.00,5,4.5,11
1095.00,Rosamund Lannister,rosamund.lannister@gmail.com,Rosamund,Lannister,20,16,3,7,82.50,1,6,1,8,0,73.00,2,4.5,14
1180.00,Tomard,tomard@gmail.com,Tomard,Tomard,56,4,3,6,107.70,1,6,2,9,0,74.20,3,4.5,14
